,Injury.Severity
27242,Fatal(2)
27243,Non-Fatal
27244,Non-Fatal
27245,Non-Fatal
27246,Fatal(2)
27247,Non-Fatal
27248,Non-Fatal
27249,Non-Fatal
27250,Non-Fatal
27251,Non-Fatal
27252,Non-Fatal
27253,Non-Fatal
27254,Non-Fatal
27255,Unavailable
27256,Non-Fatal
27257,Non-Fatal
27258,Non-Fatal
27259,Non-Fatal
27260,Non-Fatal
27261,Fatal(1)
27262,Fatal(4)
27263,Non-Fatal
27264,Fatal(1)
27265,Fatal(1)
27266,Fatal(1)
27267,Non-Fatal
27268,Incident
27269,Non-Fatal
27270,Non-Fatal
27271,Non-Fatal
27272,Non-Fatal
27273,Non-Fatal
27274,Non-Fatal
27275,Fatal(2)
27276,Fatal(4)
27277,Non-Fatal
27278,Non-Fatal
27279,Non-Fatal
27280,Fatal(1)
27281,Incident
27282,Fatal(1)
27283,Non-Fatal
27284,Non-Fatal
27285,Non-Fatal
27286,Fatal(1)
27287,Fatal(2)
27288,Fatal(4)
27289,Non-Fatal
27290,Non-Fatal
27291,Non-Fatal
27292,Fatal(1)
27293,Non-Fatal
27294,Non-Fatal
27295,Fatal(3)
27296,Incident
27297,Non-Fatal
27298,Non-Fatal
27299,Non-Fatal
27300,Non-Fatal
27301,Non-Fatal
27302,Non-Fatal
27303,Non-Fatal
27304,Non-Fatal
27305,Non-Fatal
27306,Non-Fatal
27307,Fatal(1)
27308,Non-Fatal
27309,Non-Fatal
27310,Non-Fatal
27311,Non-Fatal
27312,Fatal(1)
27313,Non-Fatal
27314,Non-Fatal
27315,Non-Fatal
27316,Non-Fatal
27317,Non-Fatal
27318,Non-Fatal
27319,Non-Fatal
27320,Non-Fatal
27321,Non-Fatal
27322,Fatal(4)
27323,Fatal(1)
27324,Fatal(1)
27325,Non-Fatal
27326,Non-Fatal
27327,Non-Fatal
27328,Non-Fatal
27329,Fatal(1)
27330,Fatal(1)
27331,Fatal(1)
27332,Non-Fatal
27333,Non-Fatal
27334,Non-Fatal
27335,Non-Fatal
27336,Non-Fatal
27337,Fatal(2)
27338,Fatal(1)
27339,Non-Fatal
27340,Non-Fatal
27341,Fatal(1)
27342,Non-Fatal
27343,Non-Fatal
27344,Non-Fatal
27345,Incident
27346,Fatal(34)
27347,Fatal(34)
27348,Non-Fatal
27349,Non-Fatal
27350,Non-Fatal
27351,Fatal(2)
27352,Fatal(3)
27353,Fatal(1)
27354,Fatal(3)
27355,Non-Fatal
27356,Non-Fatal
27357,Non-Fatal
27358,Non-Fatal
27359,Non-Fatal
27360,Non-Fatal
27361,Non-Fatal
27362,Fatal(7)
27363,Fatal(7)
27364,Non-Fatal
27365,Non-Fatal
27366,Non-Fatal
27367,Non-Fatal
27368,Non-Fatal
27369,Non-Fatal
27370,Non-Fatal
27371,Non-Fatal
27372,Non-Fatal
27373,Non-Fatal
27374,Non-Fatal
27375,Non-Fatal
27376,Non-Fatal
27377,Non-Fatal
27378,Fatal(1)
27379,Incident
27380,Fatal(1)
27381,Non-Fatal
27382,Non-Fatal
27383,Non-Fatal
27384,Fatal(2)
27385,Fatal(2)
27386,Fatal(4)
27387,Fatal(1)
27388,Non-Fatal
27389,Non-Fatal
27390,Non-Fatal
27391,Fatal(1)
27392,Non-Fatal
27393,Fatal(2)
27394,Non-Fatal
27395,Non-Fatal
27396,Non-Fatal
27397,Non-Fatal
27398,Non-Fatal
27399,Non-Fatal
27400,Non-Fatal
27401,Non-Fatal
27402,Non-Fatal
27403,Non-Fatal
27404,Non-Fatal
27405,Non-Fatal
27406,Non-Fatal
27407,Non-Fatal
27408,Non-Fatal
27409,Non-Fatal
27410,Fatal(4)
27411,Non-Fatal
27412,Non-Fatal
27413,Non-Fatal
27414,Non-Fatal
27415,Non-Fatal
27416,Fatal(4)
27417,Non-Fatal
27418,Fatal(2)
27419,Fatal(3)
27420,Incident
27421,Non-Fatal
27422,Non-Fatal
27423,Fatal(2)
27424,Non-Fatal
27425,Fatal(1)
27426,Non-Fatal
27427,Non-Fatal
27428,Fatal(1)
27429,Fatal(5)
27430,Non-Fatal
27431,Fatal(4)
27432,Non-Fatal
27433,Non-Fatal
27434,Non-Fatal
27435,Non-Fatal
27436,Non-Fatal
27437,Fatal(2)
27438,Non-Fatal
27439,Non-Fatal
27440,Non-Fatal
27441,Non-Fatal
27442,Fatal(1)
27443,Incident
27444,Non-Fatal
27445,Non-Fatal
27446,Non-Fatal
27447,Non-Fatal
27448,Non-Fatal
27449,Non-Fatal
27450,Non-Fatal
27451,Non-Fatal
27452,Fatal(2)
27453,Non-Fatal
27454,Non-Fatal
27455,Non-Fatal
27456,Fatal(3)
27457,Fatal(2)
27458,Fatal(3)
27459,Non-Fatal
27460,Non-Fatal
27461,Fatal(1)
27462,Non-Fatal
27463,Non-Fatal
27464,Non-Fatal
27465,Fatal(1)
27466,Fatal(1)
27467,Non-Fatal
27468,Fatal(2)
27469,Incident
27470,Non-Fatal
27471,Non-Fatal
27472,Non-Fatal
27473,Non-Fatal
27474,Non-Fatal
27475,Non-Fatal
27476,Non-Fatal
27477,Non-Fatal
27478,Fatal(1)
27479,Non-Fatal
27480,Non-Fatal
27481,Non-Fatal
27482,Fatal(1)
27483,Fatal(1)
27484,Fatal(1)
27485,Non-Fatal
27486,Non-Fatal
27487,Non-Fatal
27488,Non-Fatal
27489,Non-Fatal
27490,Non-Fatal
27491,Non-Fatal
27492,Incident
27493,Non-Fatal
27494,Fatal(1)
27495,Non-Fatal
27496,Non-Fatal
27497,Non-Fatal
27498,Non-Fatal
27499,Non-Fatal
27500,Non-Fatal
27501,Non-Fatal
27502,Fatal(25)
27503,Fatal(1)
27504,Non-Fatal
27505,Non-Fatal
27506,Non-Fatal
27507,Non-Fatal
27508,Fatal(3)
27509,Fatal(3)
27510,Non-Fatal
27511,Fatal(2)
27512,Non-Fatal
27513,Non-Fatal
27514,Non-Fatal
27515,Non-Fatal
27516,Non-Fatal
27517,Non-Fatal
27518,Non-Fatal
27519,Non-Fatal
27520,Fatal(1)
27521,Non-Fatal
27522,Non-Fatal
27523,Fatal(1)
27524,Non-Fatal
27525,Non-Fatal
27526,Incident
27527,Non-Fatal
27528,Non-Fatal
27529,Fatal(1)
27530,Non-Fatal
27531,Fatal(3)
27532,Non-Fatal
27533,Non-Fatal
27534,Non-Fatal
27535,Non-Fatal
27536,Non-Fatal
27537,Non-Fatal
27538,Fatal(2)
27539,Non-Fatal
27540,Non-Fatal
27541,Non-Fatal
27542,Non-Fatal
27543,Non-Fatal
27544,Non-Fatal
27545,Non-Fatal
27546,Fatal(1)
27547,Non-Fatal
27548,Non-Fatal
27549,Non-Fatal
27550,Non-Fatal
27551,Non-Fatal
27552,Fatal(3)
27553,Non-Fatal
27554,Non-Fatal
27555,Non-Fatal
27556,Non-Fatal
27557,Non-Fatal
27558,Non-Fatal
27559,Non-Fatal
27560,Non-Fatal
27561,Fatal(2)
27562,Non-Fatal
27563,Non-Fatal
27564,Fatal(2)
27565,Fatal(10)
27566,Non-Fatal
27567,Non-Fatal
27568,Non-Fatal
27569,Non-Fatal
27570,Fatal(1)
27571,Non-Fatal
27572,Fatal(4)
27573,Fatal(4)
27574,Non-Fatal
27575,Non-Fatal
27576,Non-Fatal
27577,Non-Fatal
27578,Non-Fatal
27579,Non-Fatal
27580,Fatal(5)
27581,Fatal(2)
27582,Incident
27583,Non-Fatal
27584,Non-Fatal
27585,Non-Fatal
27586,Fatal(2)
27587,Non-Fatal
27588,Non-Fatal
27589,Non-Fatal
27590,Non-Fatal
27591,Non-Fatal
27592,Non-Fatal
27593,Fatal(2)
27594,Fatal(2)
27595,Non-Fatal
27596,Fatal(3)
27597,Non-Fatal
27598,Non-Fatal
27599,Non-Fatal
27600,Fatal(1)
27601,Fatal(4)
27602,Non-Fatal
27603,Fatal(4)
27604,Non-Fatal
27605,Non-Fatal
27606,Non-Fatal
27607,Non-Fatal
27608,Non-Fatal
27609,Non-Fatal
27610,Non-Fatal
27611,Non-Fatal
27612,Non-Fatal
27613,Non-Fatal
27614,Fatal(3)
27615,Non-Fatal
27616,Non-Fatal
27617,Non-Fatal
27618,Non-Fatal
27619,Non-Fatal
27620,Non-Fatal
27621,Non-Fatal
27622,Non-Fatal
27623,Non-Fatal
27624,Non-Fatal
27625,Non-Fatal
27626,Non-Fatal
27627,Non-Fatal
27628,Fatal(1)
27629,Fatal(2)
27630,Non-Fatal
27631,Fatal(1)
27632,Non-Fatal
27633,Non-Fatal
27634,Non-Fatal
27635,Non-Fatal
27636,Non-Fatal
27637,Fatal(2)
27638,Incident
27639,Unavailable
27640,Non-Fatal
27641,Non-Fatal
27642,Non-Fatal
27643,Non-Fatal
27644,Non-Fatal
27645,Fatal(1)
27646,Non-Fatal
27647,Non-Fatal
27648,Fatal(1)
27649,Non-Fatal
27650,Non-Fatal
27651,Non-Fatal
27652,Fatal(5)
27653,Fatal(1)
27654,Fatal(4)
27655,Non-Fatal
27656,Non-Fatal
27657,Non-Fatal
27658,Non-Fatal
27659,Non-Fatal
27660,Non-Fatal
27661,Non-Fatal
27662,Non-Fatal
27663,Non-Fatal
27664,Non-Fatal
27665,Non-Fatal
27666,Fatal(1)
27667,Non-Fatal
27668,Non-Fatal
27669,Non-Fatal
27670,Non-Fatal
27671,Non-Fatal
27672,Non-Fatal
27673,Fatal(8)
27674,Non-Fatal
27675,Fatal(1)
27676,Fatal(3)
27677,Non-Fatal
27678,Non-Fatal
27679,Non-Fatal
27680,Fatal(2)
27681,Non-Fatal
27682,Incident
27683,Non-Fatal
27684,Non-Fatal
27685,Non-Fatal
27686,Fatal(2)
27687,Non-Fatal
27688,Non-Fatal
27689,Non-Fatal
27690,Non-Fatal
27691,Non-Fatal
27692,Non-Fatal
27693,Non-Fatal
27694,Non-Fatal
27695,Unavailable
27696,Fatal(1)
27697,Fatal(2)
27698,Fatal(7)
27699,Fatal(7)
27700,Fatal(1)
27701,Non-Fatal
27702,Non-Fatal
27703,Non-Fatal
27704,Incident
27705,Non-Fatal
27706,Fatal(1)
27707,Fatal(23)
27708,Fatal(1)
27709,Non-Fatal
27710,Non-Fatal
27711,Non-Fatal
27712,Non-Fatal
27713,Non-Fatal
27714,Non-Fatal
27715,Non-Fatal
27716,Fatal(1)
27717,Non-Fatal
27718,Non-Fatal
27719,Non-Fatal
27720,Fatal(2)
27721,Non-Fatal
27722,Non-Fatal
27723,Non-Fatal
27724,Non-Fatal
27725,Non-Fatal
27726,Non-Fatal
27727,Non-Fatal
27728,Non-Fatal
27729,Fatal(1)
27730,Non-Fatal
27731,Non-Fatal
27732,Fatal(1)
27733,Non-Fatal
27734,Non-Fatal
27735,Non-Fatal
27736,Non-Fatal
27737,Non-Fatal
27738,Non-Fatal
27739,Non-Fatal
27740,Non-Fatal
27741,Non-Fatal
27742,Non-Fatal
27743,Non-Fatal
27744,Non-Fatal
27745,Incident
27746,Non-Fatal
27747,Non-Fatal
27748,Fatal(1)
27749,Incident
27750,Fatal(2)
27751,Fatal(2)
27752,Fatal(1)
27753,Non-Fatal
27754,Non-Fatal
27755,Non-Fatal
27756,Non-Fatal
27757,Fatal(1)
27758,Non-Fatal
27759,Non-Fatal
27760,Non-Fatal
27761,Non-Fatal
27762,Non-Fatal
27763,Non-Fatal
27764,Non-Fatal
27765,Non-Fatal
27766,Non-Fatal
27767,Non-Fatal
27768,Non-Fatal
27769,Non-Fatal
27770,Non-Fatal
27771,Non-Fatal
27772,Non-Fatal
27773,Non-Fatal
27774,Fatal(1)
27775,Non-Fatal
27776,Non-Fatal
27777,Non-Fatal
27778,Non-Fatal
27779,Non-Fatal
27780,Fatal(1)
27781,Non-Fatal
27782,Non-Fatal
27783,Non-Fatal
27784,Non-Fatal
27785,Non-Fatal
27786,Non-Fatal
27787,Non-Fatal
27788,Fatal(3)
27789,Fatal(2)
27790,Non-Fatal
27791,Non-Fatal
27792,Non-Fatal
27793,Non-Fatal
27794,Non-Fatal
27795,Non-Fatal
27796,Non-Fatal
27797,Non-Fatal
27798,Non-Fatal
27799,Non-Fatal
27800,Non-Fatal
27801,Fatal(1)
27802,Non-Fatal
27803,Non-Fatal
27804,Non-Fatal
27805,Non-Fatal
27806,Non-Fatal
27807,Non-Fatal
27808,Non-Fatal
27809,Non-Fatal
27810,Non-Fatal
27811,Non-Fatal
27812,Fatal(1)
27813,Fatal(2)
27814,Fatal(4)
27815,Fatal(2)
27816,Non-Fatal
27817,Non-Fatal
27818,Non-Fatal
27819,Non-Fatal
27820,Non-Fatal
27821,Non-Fatal
27822,Non-Fatal
27823,Non-Fatal
27824,Non-Fatal
27825,Fatal(1)
27826,Non-Fatal
27827,Fatal(1)
27828,Non-Fatal
27829,Fatal(1)
27830,Non-Fatal
27831,Non-Fatal
27832,Fatal(2)
27833,Non-Fatal
27834,Fatal(2)
27835,Fatal(1)
27836,Non-Fatal
27837,Non-Fatal
27838,Non-Fatal
27839,Incident
27840,Fatal(1)
27841,Fatal(1)
27842,Non-Fatal
27843,Non-Fatal
27844,Fatal(1)
27845,Non-Fatal
27846,Non-Fatal
27847,Non-Fatal
27848,Non-Fatal
27849,Non-Fatal
27850,Non-Fatal
27851,Fatal(1)
27852,Non-Fatal
27853,Non-Fatal
27854,Non-Fatal
27855,Fatal(1)
27856,Non-Fatal
27857,Non-Fatal
27858,Non-Fatal
27859,Non-Fatal
27860,Incident
27861,Non-Fatal
27862,Non-Fatal
27863,Non-Fatal
27864,Non-Fatal
27865,Non-Fatal
27866,Fatal(1)
27867,Non-Fatal
27868,Non-Fatal
27869,Non-Fatal
27870,Non-Fatal
27871,Non-Fatal
27872,Non-Fatal
27873,Non-Fatal
27874,Fatal(1)
27875,Incident
27876,Fatal(4)
27877,Fatal(1)
27878,Non-Fatal
27879,Non-Fatal
27880,Non-Fatal
27881,Non-Fatal
27882,Non-Fatal
27883,Non-Fatal
27884,Non-Fatal
27885,Non-Fatal
27886,Non-Fatal
27887,Non-Fatal
27888,Non-Fatal
27889,Non-Fatal
27890,Non-Fatal
27891,Non-Fatal
27892,Non-Fatal
27893,Non-Fatal
27894,Non-Fatal
27895,Non-Fatal
27896,Fatal(1)
27897,Fatal(1)
27898,Non-Fatal
27899,Non-Fatal
27900,Non-Fatal
27901,Non-Fatal
27902,Non-Fatal
27903,Non-Fatal
27904,Non-Fatal
27905,Non-Fatal
27906,Non-Fatal
27907,Fatal(1)
27908,Non-Fatal
27909,Fatal(1)
27910,Non-Fatal
27911,Non-Fatal
27912,Non-Fatal
27913,Non-Fatal
27914,Non-Fatal
27915,Non-Fatal
27916,Fatal(1)
27917,Non-Fatal
27918,Non-Fatal
27919,Non-Fatal
27920,Non-Fatal
27921,Fatal(1)
27922,Non-Fatal
27923,Non-Fatal
27924,Fatal(1)
27925,Non-Fatal
27926,Fatal(1)
27927,Fatal(1)
27928,Non-Fatal
27929,Fatal(1)
27930,Non-Fatal
27931,Non-Fatal
27932,Non-Fatal
27933,Fatal(2)
27934,Non-Fatal
27935,Non-Fatal
27936,Non-Fatal
27937,Non-Fatal
27938,Fatal(1)
27939,Fatal(4)
27940,Non-Fatal
27941,Non-Fatal
27942,Non-Fatal
27943,Non-Fatal
27944,Non-Fatal
27945,Non-Fatal
27946,Non-Fatal
27947,Non-Fatal
27948,Non-Fatal
27949,Non-Fatal
27950,Non-Fatal
27951,Non-Fatal
27952,Non-Fatal
27953,Non-Fatal
27954,Non-Fatal
27955,Fatal(1)
27956,Non-Fatal
27957,Non-Fatal
27958,Non-Fatal
27959,Non-Fatal
27960,Non-Fatal
27961,Non-Fatal
27962,Non-Fatal
27963,Non-Fatal
27964,Non-Fatal
27965,Fatal(7)
27966,Non-Fatal
27967,Non-Fatal
27968,Non-Fatal
27969,Non-Fatal
27970,Non-Fatal
27971,Non-Fatal
27972,Non-Fatal
27973,Non-Fatal
27974,Non-Fatal
27975,Non-Fatal
27976,Non-Fatal
27977,Non-Fatal
27978,Non-Fatal
27979,Fatal(1)
27980,Fatal(2)
27981,Incident
27982,Non-Fatal
27983,Non-Fatal
27984,Non-Fatal
27985,Non-Fatal
27986,Fatal(4)
27987,Non-Fatal
27988,Non-Fatal
27989,Non-Fatal
27990,Non-Fatal
27991,Non-Fatal
27992,Non-Fatal
27993,Non-Fatal
27994,Non-Fatal
27995,Non-Fatal
27996,Fatal(1)
27997,Non-Fatal
27998,Non-Fatal
27999,Fatal(1)
28000,Non-Fatal
28001,Fatal(2)
28002,Fatal(2)
28003,Non-Fatal
28004,Non-Fatal
28005,Non-Fatal
28006,Non-Fatal
28007,Non-Fatal
28008,Non-Fatal
28009,Non-Fatal
28010,Non-Fatal
28011,Fatal(2)
28012,Non-Fatal
28013,Non-Fatal
28014,Non-Fatal
28015,Fatal(1)
28016,Non-Fatal
28017,Fatal(1)
28018,Non-Fatal
28019,Non-Fatal
28020,Non-Fatal
28021,Fatal(1)
28022,Fatal(1)
28023,Non-Fatal
28024,Non-Fatal
28025,Non-Fatal
28026,Non-Fatal
28027,Non-Fatal
28028,Non-Fatal
28029,Non-Fatal
28030,Non-Fatal
28031,Non-Fatal
28032,Non-Fatal
28033,Incident
28034,Non-Fatal
28035,Non-Fatal
28036,Non-Fatal
28037,Non-Fatal
28038,Non-Fatal
28039,Non-Fatal
28040,Fatal(1)
28041,Fatal(1)
28042,Non-Fatal
28043,Non-Fatal
28044,Fatal(1)
28045,Non-Fatal
28046,Non-Fatal
28047,Fatal(2)
28048,Fatal(1)
28049,Fatal(1)
28050,Non-Fatal
28051,Fatal(2)
28052,Non-Fatal
28053,Non-Fatal
28054,Non-Fatal
28055,Non-Fatal
28056,Non-Fatal
28057,Non-Fatal
28058,Fatal(1)
28059,Fatal(2)
28060,Non-Fatal
28061,Non-Fatal
28062,Non-Fatal
28063,Non-Fatal
28064,Non-Fatal
28065,Non-Fatal
28066,Non-Fatal
28067,Non-Fatal
28068,Non-Fatal
28069,Non-Fatal
28070,Non-Fatal
28071,Non-Fatal
28072,Non-Fatal
28073,Non-Fatal
28074,Non-Fatal
28075,Non-Fatal
28076,Non-Fatal
28077,Non-Fatal
28078,Non-Fatal
28079,Non-Fatal
28080,Non-Fatal
28081,Fatal(2)
28082,Non-Fatal
28083,Non-Fatal
28084,Non-Fatal
28085,Non-Fatal
28086,Non-Fatal
28087,Non-Fatal
28088,Non-Fatal
28089,Non-Fatal
28090,Non-Fatal
28091,Non-Fatal
28092,Non-Fatal
28093,Non-Fatal
28094,Incident
28095,Non-Fatal
28096,Fatal(2)
28097,Non-Fatal
28098,Non-Fatal
28099,Non-Fatal
28100,Non-Fatal
28101,Non-Fatal
28102,Non-Fatal
28103,Fatal(1)
28104,Fatal(2)
28105,Non-Fatal
28106,Non-Fatal
28107,Non-Fatal
28108,Non-Fatal
28109,Non-Fatal
28110,Non-Fatal
28111,Non-Fatal
28112,Non-Fatal
28113,Non-Fatal
28114,Fatal(2)
28115,Fatal(4)
28116,Fatal(1)
28117,Non-Fatal
28118,Non-Fatal
28119,Non-Fatal
28120,Non-Fatal
28121,Non-Fatal
28122,Non-Fatal
28123,Non-Fatal
28124,Non-Fatal
28125,Non-Fatal
28126,Non-Fatal
28127,Fatal(1)
28128,Non-Fatal
28129,Fatal(2)
28130,Non-Fatal
28131,Non-Fatal
28132,Non-Fatal
28133,Non-Fatal
28134,Non-Fatal
28135,Non-Fatal
28136,Non-Fatal
28137,Non-Fatal
28138,Non-Fatal
28139,Non-Fatal
28140,Fatal(2)
28141,Non-Fatal
28142,Non-Fatal
28143,Non-Fatal
28144,Non-Fatal
28145,Non-Fatal
28146,Fatal(1)
28147,Non-Fatal
28148,Non-Fatal
28149,Non-Fatal
28150,Fatal(1)
28151,Fatal(1)
28152,Non-Fatal
28153,Non-Fatal
28154,Non-Fatal
28155,Non-Fatal
28156,Non-Fatal
28157,Non-Fatal
28158,Non-Fatal
28159,Incident
28160,Non-Fatal
28161,Non-Fatal
28162,Fatal(2)
28163,Non-Fatal
28164,Non-Fatal
28165,Non-Fatal
28166,Non-Fatal
28167,Fatal(1)
28168,Fatal(2)
28169,Fatal(2)
28170,Non-Fatal
28171,Non-Fatal
28172,Non-Fatal
28173,Non-Fatal
28174,Non-Fatal
28175,Non-Fatal
28176,Non-Fatal
28177,Fatal(3)
28178,Non-Fatal
28179,Fatal(1)
28180,Non-Fatal
28181,Non-Fatal
28182,Non-Fatal
28183,Non-Fatal
28184,Non-Fatal
28185,Non-Fatal
28186,Non-Fatal
28187,Non-Fatal
28188,Non-Fatal
28189,Non-Fatal
28190,Non-Fatal
28191,Non-Fatal
28192,Non-Fatal
28193,Non-Fatal
28194,Fatal(1)
28195,Fatal(2)
28196,Fatal(3)
28197,Non-Fatal
28198,Non-Fatal
28199,Non-Fatal
28200,Non-Fatal
28201,Non-Fatal
28202,Non-Fatal
28203,Non-Fatal
28204,Non-Fatal
28205,Non-Fatal
28206,Non-Fatal
28207,Non-Fatal
28208,Non-Fatal
28209,Non-Fatal
28210,Non-Fatal
28211,Non-Fatal
28212,Non-Fatal
28213,Non-Fatal
28214,Non-Fatal
28215,Fatal(2)
28216,Fatal(1)
28217,Non-Fatal
28218,Non-Fatal
28219,Non-Fatal
28220,Non-Fatal
28221,Non-Fatal
28222,Non-Fatal
28223,Non-Fatal
28224,Unavailable
28225,Non-Fatal
28226,Non-Fatal
28227,Non-Fatal
28228,Non-Fatal
28229,Non-Fatal
28230,Fatal(2)
28231,Fatal(1)
28232,Non-Fatal
28233,Non-Fatal
28234,Non-Fatal
28235,Non-Fatal
28236,Non-Fatal
28237,Non-Fatal
28238,Fatal(1)
28239,Non-Fatal
28240,Non-Fatal
28241,Fatal(1)
28242,Fatal(1)
28243,Non-Fatal
28244,Non-Fatal
28245,Non-Fatal
28246,Non-Fatal
28247,Non-Fatal
28248,Non-Fatal
28249,Non-Fatal
28250,Non-Fatal
28251,Non-Fatal
28252,Non-Fatal
28253,Non-Fatal
28254,Non-Fatal
28255,Non-Fatal
28256,Non-Fatal
28257,Non-Fatal
28258,Non-Fatal
28259,Non-Fatal
28260,Fatal(4)
28261,Non-Fatal
28262,Non-Fatal
28263,Non-Fatal
28264,Unavailable
28265,Non-Fatal
28266,Non-Fatal
28267,Fatal(2)
28268,Non-Fatal
28269,Non-Fatal
28270,Non-Fatal
28271,Non-Fatal
28272,Non-Fatal
28273,Non-Fatal
28274,Non-Fatal
28275,Non-Fatal
28276,Fatal(2)
28277,Non-Fatal
28278,Fatal(1)
28279,Non-Fatal
28280,Non-Fatal
28281,Fatal(1)
28282,Non-Fatal
28283,Fatal(1)
28284,Non-Fatal
28285,Non-Fatal
28286,Non-Fatal
28287,Non-Fatal
28288,Non-Fatal
28289,Fatal(1)
28290,Non-Fatal
28291,Non-Fatal
28292,Non-Fatal
28293,Non-Fatal
28294,Non-Fatal
28295,Non-Fatal
28296,Non-Fatal
28297,Non-Fatal
28298,Non-Fatal
28299,Non-Fatal
28300,Fatal(1)
28301,Non-Fatal
28302,Non-Fatal
28303,Non-Fatal
28304,Non-Fatal
28305,Non-Fatal
28306,Non-Fatal
28307,Non-Fatal
28308,Non-Fatal
28309,Non-Fatal
28310,Fatal(2)
28311,Fatal(1)
28312,Non-Fatal
28313,Non-Fatal
28314,Non-Fatal
28315,Non-Fatal
28316,Non-Fatal
28317,Non-Fatal
28318,Non-Fatal
28319,Non-Fatal
28320,Non-Fatal
28321,Non-Fatal
28322,Non-Fatal
28323,Non-Fatal
28324,Non-Fatal
28325,Non-Fatal
28326,Non-Fatal
28327,Non-Fatal
28328,Fatal(2)
28329,Non-Fatal
28330,Non-Fatal
28331,Non-Fatal
28332,Fatal(2)
28333,Non-Fatal
28334,Non-Fatal
28335,Fatal(1)
28336,Non-Fatal
28337,Non-Fatal
28338,Non-Fatal
28339,Non-Fatal
28340,Non-Fatal
28341,Non-Fatal
28342,Non-Fatal
28343,Non-Fatal
28344,Non-Fatal
28345,Non-Fatal
28346,Non-Fatal
28347,Fatal(1)
28348,Non-Fatal
28349,Non-Fatal
28350,Fatal(2)
28351,Fatal(4)
28352,Non-Fatal
28353,Non-Fatal
28354,Non-Fatal
28355,Non-Fatal
28356,Non-Fatal
28357,Non-Fatal
28358,Fatal(1)
28359,Fatal(2)
28360,Fatal(2)
28361,Non-Fatal
28362,Non-Fatal
28363,Non-Fatal
28364,Non-Fatal
28365,Non-Fatal
28366,Non-Fatal
28367,Non-Fatal
28368,Non-Fatal
28369,Non-Fatal
28370,Non-Fatal
28371,Fatal(6)
28372,Fatal(6)
28373,Non-Fatal
28374,Non-Fatal
28375,Non-Fatal
28376,Non-Fatal
28377,Non-Fatal
28378,Non-Fatal
28379,Non-Fatal
28380,Fatal(1)
28381,Non-Fatal
28382,Fatal(1)
28383,Non-Fatal
28384,Non-Fatal
28385,Non-Fatal
28386,Non-Fatal
28387,Non-Fatal
28388,Non-Fatal
28389,Non-Fatal
28390,Non-Fatal
28391,Non-Fatal
28392,Non-Fatal
28393,Fatal(1)
28394,Non-Fatal
28395,Incident
28396,Non-Fatal
28397,Non-Fatal
28398,Non-Fatal
28399,Non-Fatal
28400,Non-Fatal
28401,Non-Fatal
28402,Non-Fatal
28403,Non-Fatal
28404,Non-Fatal
28405,Non-Fatal
28406,Non-Fatal
28407,Non-Fatal
28408,Non-Fatal
28409,Non-Fatal
28410,Non-Fatal
28411,Fatal(1)
28412,Fatal(1)
28413,Fatal(2)
28414,Non-Fatal
28415,Non-Fatal
28416,Non-Fatal
28417,Non-Fatal
28418,Fatal(1)
28419,Non-Fatal
28420,Non-Fatal
28421,Non-Fatal
28422,Non-Fatal
28423,Non-Fatal
28424,Non-Fatal
28425,Non-Fatal
28426,Non-Fatal
28427,Non-Fatal
28428,Non-Fatal
28429,Non-Fatal
28430,Incident
28431,Fatal(2)
28432,Fatal(1)
28433,Non-Fatal
28434,Non-Fatal
28435,Fatal(2)
28436,Non-Fatal
28437,Non-Fatal
28438,Non-Fatal
28439,Non-Fatal
28440,Non-Fatal
28441,Non-Fatal
28442,Non-Fatal
28443,Non-Fatal
28444,Non-Fatal
28445,Fatal(3)
28446,Fatal(2)
28447,Non-Fatal
28448,Non-Fatal
28449,Non-Fatal
28450,Non-Fatal
28451,Non-Fatal
28452,Non-Fatal
28453,Non-Fatal
28454,Non-Fatal
28455,Non-Fatal
28456,Non-Fatal
28457,Fatal(3)
28458,Non-Fatal
28459,Non-Fatal
28460,Non-Fatal
28461,Fatal(4)
28462,Non-Fatal
28463,Non-Fatal
28464,Non-Fatal
28465,Non-Fatal
28466,Non-Fatal
28467,Non-Fatal
28468,Non-Fatal
28469,Non-Fatal
28470,Fatal(4)
28471,Non-Fatal
28472,Non-Fatal
28473,Non-Fatal
28474,Non-Fatal
28475,Non-Fatal
28476,Non-Fatal
28477,Non-Fatal
28478,Non-Fatal
28479,Non-Fatal
28480,Non-Fatal
28481,Non-Fatal
28482,Non-Fatal
28483,Fatal(1)
28484,Non-Fatal
28485,Non-Fatal
28486,Fatal(1)
28487,Non-Fatal
28488,Non-Fatal
28489,Non-Fatal
28490,Non-Fatal
28491,Non-Fatal
28492,Fatal(1)
28493,Fatal(1)
28494,Fatal(13)
28495,Fatal(1)
28496,Non-Fatal
28497,Non-Fatal
28498,Non-Fatal
28499,Non-Fatal
28500,Non-Fatal
28501,Fatal(1)
28502,Non-Fatal
28503,Non-Fatal
28504,Fatal(2)
28505,Non-Fatal
28506,Non-Fatal
28507,Non-Fatal
28508,Non-Fatal
28509,Fatal(1)
28510,Non-Fatal
28511,Non-Fatal
28512,Non-Fatal
28513,Non-Fatal
28514,Fatal(1)
28515,Fatal(2)
28516,Incident
28517,Fatal(1)
28518,Non-Fatal
28519,Non-Fatal
28520,Non-Fatal
28521,Non-Fatal
28522,Non-Fatal
28523,Non-Fatal
